customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,RevenueCategory,AvgChargePerMonth,TotalServices,ChargeCategory,CustomerValueScore,ContractRisk,AutoPayment,FiberOpticUser,SeniorHighChargeRisk,TenureContractRisk,HighMonthlyChargeRisk,ServiceEngagementScore,PaperlessBillingRisk,HasDependents,LongTermCustomer,RevenuePerService,ChurnScore
2645-QTLMB,Male,0,No,No,7,1,No,0,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,94.25,669.0,Yes,0-1 Year,High Revenue,83.625,4,High,659.75,3,0,0,0.0,1,1,3,1,0,0,18.85,6
4806-HIPDW,Female,0,Yes,No,1,1,No,0,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,68.95,68.95,Yes,0-1 Year,Normal Revenue,34.475,1,Medium,68.95,3,0,0,0.0,1,1,0,1,0,0,34.475,6
1548-ARAGG,Female,0,Yes,Yes,4,1,Yes,0,0,1,0,1,0,0,Month-to-month,Yes,Mailed check,58.5,224.85,No,0-1 Year,Normal Revenue,44.97,3,Medium,234.0,3,0,0,0.0,1,0,2,1,1,0,14.625,5
6339-RZCBJ,Male,0,No,No,48,1,No,0,0,1,1,1,1,1,Two year,No,Credit card (automatic),78.9,3771.5,No,2-4 Years,Normal Revenue,76.96938775510205,6,High,3787.2,1,1,0,0.0,0,1,5,0,0,1,11.271428571428572,2
4424-TKOPW,Male,1,No,No,2,1,Yes,0,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,93.85,196.75,Yes,0-1 Year,High Revenue,65.58333333333333,3,High,187.7,3,0,0,93.85,1,1,2,1,0,0,23.4625,6
4415-WNGVR,Female,1,Yes,No,12,1,No,0,1,0,1,1,1,1,One year,Yes,Electronic check,79.2,943.85,No,0-1 Year,Normal Revenue,72.60384615384615,6,High,950.4,2,0,0,79.2,0,1,5,1,0,0,11.314285714285715,4
2522-AHJXR,Male,0,Yes,No,60,1,Yes,0,1,0,1,1,1,1,Month-to-month,Yes,Bank transfer (automatic),109.45,6572.85,No,4+ Years,High Revenue,107.7516393442623,6,High,6567.0,3,1,0,0.0,0,1,5,1,0,1,15.635714285714286,5
0412-UCCNP,Male,0,No,No,55,1,No,0,1,0,1,1,0,0,Two year,Yes,Electronic check,59.2,3175.85,No,4+ Years,Normal Revenue,56.71160714285714,4,Medium,3256.0,1,0,0,0.0,0,0,3,1,0,1,11.84,2
1816-FLZDK,Male,0,No,No,1,0,No phone service,0,0,0,0,1,0,0,Month-to-month,No,Mailed check,29.15,29.15,No,0-1 Year,Normal Revenue,14.575,1,Low,29.15,3,0,0,0.0,1,0,1,0,0,0,14.575,4
7096-UCLNH,Male,0,No,No,1,1,No,0,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.05,20.05,No,0-1 Year,Normal Revenue,10.025,1,Low,20.05,3,0,0,0.0,1,0,0,0,0,0,10.025,4
8443-ZRDBZ,Male,0,No,No,4,1,Yes,0,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,76.05,318.9,Yes,0-1 Year,Normal Revenue,63.78,1,High,304.2,3,0,0,0.0,1,1,0,1,0,0,38.025,6
9136-ALYBR,Male,0,No,No,1,0,No phone service,0,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,24.45,24.45,Yes,0-1 Year,Normal Revenue,12.225,0,Low,24.45,3,0,0,0.0,1,0,0,1,0,0,24.45,5
4615-PIVVU,Female,0,No,No,42,1,No,0,0,0,1,1,0,1,Two year,No,Credit card (automatic),66.5,2762.75,No,2-4 Years,Normal Revenue,64.25,4,Medium,2793.0,1,1,0,0.0,0,1,3,0,0,1,13.3,2
8885-QSQBX,Female,0,No,No,1,1,No,0,1,0,0,0,0,0,Month-to-month,No,Bank transfer (automatic),49.55,49.55,No,0-1 Year,Normal Revenue,24.775,2,Medium,49.55,3,1,0,0.0,1,0,1,0,0,0,16.516666666666666,4
7479-NITWS,Male,0,No,No,7,1,Yes,0,0,0,1,0,1,0,Month-to-month,Yes,Credit card (automatic),89.35,631.85,Yes,0-1 Year,High Revenue,78.98125,3,High,625.4499999999999,3,1,0,0.0,1,1,2,1,0,0,22.3375,6
8617-ENBDS,Male,0,No,No,3,1,No,0,0,0,1,0,0,0,Month-to-month,Yes,Credit card (automatic),73.6,232.5,No,0-1 Year,Normal Revenue,58.125,2,High,220.8,3,1,0,0.0,1,1,1,1,0,0,24.53333333333333,6
9385-NXKDA,Female,0,Yes,No,72,1,Yes,0,1,1,1,0,1,1,Two year,Yes,Credit card (automatic),82.65,5919.35,No,4+ Years,High Revenue,81.08698630136986,6,High,5950.8,1,1,0,0.0,0,1,5,1,0,1,11.807142857142859,3
0430-IHCDJ,Male,0,No,No,15,1,Yes,0,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,49.0,749.25,No,1-2 Years,Normal Revenue,46.828125,1,Medium,735.0,3,0,0,0.0,0,0,0,1,0,0,24.5,4
2959-MJHIC,Male,0,Yes,No,4,1,No,0,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,80.35,307.4,Yes,0-1 Year,High Revenue,61.48,2,High,321.4,3,0,0,0.0,1,1,1,1,0,0,26.78333333333333,6
6674-KVJHG,Female,0,No,No,11,1,Yes,0,0,0,0,0,0,0,One year,No,Electronic check,25.2,245.15,No,0-1 Year,Normal Revenue,20.429166666666667,1,Low,277.2,2,0,0,0.0,0,0,0,0,0,0,12.6,2
1814-DKOLC,Female,0,No,No,5,1,Yes,0,0,0,0,0,0,0,Month-to-month,No,Mailed check,25.45,134.75,No,0-1 Year,Normal Revenue,22.45833333333333,1,Low,127.25,3,0,0,0.0,1,0,0,0,0,0,12.725,4
4201-JMNGR,Female,1,No,No,1,1,No,0,1,0,1,0,0,0,Month-to-month,Yes,Electronic check,55.8,55.8,Yes,0-1 Year,Normal Revenue,27.9,3,Medium,55.8,3,0,0,55.8,1,0,2,1,0,0,13.95,5
9351-HXDMR,Male,0,Yes,No,72,1,Yes,0,1,0,1,1,1,1,Two year,Yes,Credit card (automatic),110.9,8240.85,No,4+ Years,High Revenue,112.88835616438357,6,High,7984.8,1,1,0,0.0,0,1,5,1,0,1,15.842857142857143,3
3537-HPKQT,Female,0,Yes,No,55,1,Yes,0,0,1,0,0,0,0,Month-to-month,Yes,Credit card (automatic),77.75,4266.4,No,4+ Years,Normal Revenue,76.18571428571428,2,High,4276.25,3,1,0,0.0,0,1,1,1,0,1,25.916666666666668,5
2129-ALKBS,Female,0,Yes,Yes,40,1,Yes,0,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,26.2,1077.5,No,2-4 Years,Normal Revenue,26.28048780487805,1,Low,1048.0,3,0,0,0.0,0,0,0,1,1,1,13.1,4
5821-MMEIL,Female,0,Yes,No,57,1,No,0,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),19.9,1115.6,No,4+ Years,Normal Revenue,19.23448275862069,1,Low,1134.3,1,1,0,0.0,0,0,0,0,0,1,9.95,1
5960-WPXQM,Male,0,No,No,1,1,No,0,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,79.05,79.05,Yes,0-1 Year,Normal Revenue,39.525,2,High,79.05,3,0,0,0.0,1,1,1,1,0,0,26.349999999999998,6
0684-AOSIH,Male,0,Yes,No,1,1,No,0,1,0,0,0,1,1,Month-to-month,Yes,Electronic check,95.0,95.0,Yes,0-1 Year,High Revenue,47.5,4,High,95.0,3,0,0,0.0,1,1,3,1,0,0,19.0,6
8260-NGFNY,Female,0,No,No,1,0,No phone service,0,0,0,0,0,0,0,Month-to-month,No,Mailed check,25.2,25.2,Yes,0-1 Year,Normal Revenue,12.6,0,Low,25.2,3,0,0,0.0,1,0,0,0,0,0,25.2,4
1309-XGFSN,Male,1,Yes,Yes,52,1,Yes,0,0,1,1,0,1,1,One year,Yes,Electronic check,80.85,4079.55,No,4+ Years,High Revenue,76.97264150943397,5,High,4204.2,2,0,0,80.85,0,1,4,1,1,1,13.475,4
1866-RZZQS,Male,1,No,No,41,1,Yes,0,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,98.4,4187.75,Yes,2-4 Years,High Revenue,99.70833333333331,4,High,4034.4,3,0,0,98.4,0,1,3,1,0,1,19.68,5
6968-URWQU,Male,0,Yes,No,43,1,No,0,0,0,0,0,1,0,One year,Yes,Mailed check,56.35,2391.15,No,2-4 Years,Normal Revenue,54.34431818181818,2,Medium,2423.05,2,0,0,0.0,0,0,1,1,0,1,18.783333333333335,3
4742-TXUEX,Female,0,Yes,Yes,47,1,No,0,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),19.3,890.5,No,2-4 Years,Normal Revenue,18.55208333333333,1,Low,907.1,1,1,0,0.0,0,0,0,0,1,1,9.65,1
9631-XEYKE,Male,0,No,No,3,1,Yes,0,0,0,0,0,0,0,Month-to-month,No,Bank transfer (automatic),50.4,137.25,No,0-1 Year,Normal Revenue,34.3125,1,Medium,151.2,3,1,0,0.0,1,0,0,0,0,0,25.2,4
8631-NBHFZ,Male,1,Yes,Yes,66,1,Yes,0,1,1,1,1,1,0,Two year,No,Credit card (automatic),79.4,5154.6,Yes,4+ Years,Normal Revenue,76.93432835820896,6,High,5240.400000000001,1,1,0,79.4,0,1,5,0,1,1,11.342857142857143,2
1335-MXCSE,Male,0,Yes,Yes,55,1,No,0,0,0,1,1,0,0,Two year,Yes,Credit card (automatic),55.25,3119.9,No,4+ Years,Normal Revenue,55.7125,3,Medium,3038.75,1,1,0,0.0,0,0,2,1,1,1,13.8125,2
8873-TMKGR,Male,0,No,No,29,1,No,0,0,0,0,0,0,0,One year,No,Mailed check,19.1,529.5,No,2-4 Years,Normal Revenue,17.65,1,Low,553.9000000000001,2,0,0,0.0,0,0,0,0,0,1,9.55,2
8800-JOOCF,Female,0,No,Yes,12,1,Yes,0,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,84.05,966.55,No,0-1 Year,High Revenue,74.35,2,High,1008.6,3,0,0,0.0,0,1,1,1,1,0,28.016666666666666,5
1469-LBJQJ,Female,0,Yes,No,66,1,Yes,0,0,1,1,0,1,1,Month-to-month,Yes,Electronic check,105.2,6936.85,No,4+ Years,High Revenue,103.53507462686568,5,High,6943.2,3,0,0,0.0,0,1,4,1,0,1,17.533333333333335,5
4958-XCBDQ,Male,1,No,No,35,1,Yes,0,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,101.4,3496.3,Yes,2-4 Years,High Revenue,97.11944444444444,4,High,3549.0,3,0,0,101.4,0,1,3,1,0,1,20.28,5
8337-UPOAQ,Male,1,Yes,No,10,1,Yes,0,0,0,1,0,0,1,Month-to-month,Yes,Electronic check,89.8,914.3,Yes,0-1 Year,High Revenue,83.11818181818181,3,High,898.0,3,0,0,89.8,1,1,2,1,0,0,22.45,6
0064-YIJGF,Male,0,Yes,Yes,27,1,Yes,0,0,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),75.75,1929.0,No,2-4 Years,Normal Revenue,68.89285714285714,1,High,2045.25,3,1,0,0.0,0,1,0,1,1,1,37.875,5
2386-OWURY,Female,0,No,No,58,1,No,0,0,0,0,1,1,1,Month-to-month,Yes,Electronic check,95.3,5817.7,No,4+ Years,High Revenue,98.60508474576272,4,High,5527.4,3,0,0,0.0,0,1,3,1,0,1,19.06,5
1725-IQNIY,Male,0,Yes,No,54,1,No,0,1,1,1,1,1,1,Two year,No,Bank transfer (automatic),109.75,6110.2,Yes,4+ Years,High Revenue,111.09454545454544,7,High,5926.5,1,1,0,0.0,0,1,6,0,0,1,13.71875,2
0310-VQXAM,Male,0,No,No,9,1,No,0,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.85,178.8,No,0-1 Year,Normal Revenue,17.880000000000003,1,Low,178.65,3,0,0,0.0,1,0,0,0,0,0,9.925,4
6598-RFFVI,Male,0,No,No,2,1,No,0,0,0,0,0,0,0,One year,No,Credit card (automatic),19.3,28.3,Yes,0-1 Year,Normal Revenue,9.433333333333334,1,Low,38.6,2,1,0,0.0,0,0,0,0,0,0,9.65,2
3453-RTHJQ,Male,0,No,No,6,1,No,0,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,69.1,435.0,No,0-1 Year,Normal Revenue,62.142857142857146,1,Medium,414.6,3,0,0,0.0,1,1,0,1,0,0,34.55,6
6712-OAWRH,Female,1,No,No,26,1,No,0,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,91.25,2351.8,Yes,2-4 Years,High Revenue,87.10370370370372,3,High,2372.5,3,0,0,91.25,0,1,2,1,0,1,22.8125,5
6278-FEPBZ,Female,0,No,No,9,1,No,0,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.25,186.15,No,0-1 Year,Normal Revenue,18.615,1,Low,182.25,3,0,0,0.0,1,0,0,0,0,0,10.125,4
4280-DLSHD,Male,0,Yes,No,8,1,No,0,0,1,1,0,0,0,Month-to-month,Yes,Mailed check,54.75,445.85,No,0-1 Year,Normal Revenue,49.53888888888889,3,Medium,438.0,3,0,0,0.0,1,0,2,1,0,0,13.6875,5
1508-DFXCU,Male,0,No,No,12,1,No,0,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,81.45,912.0,No,0-1 Year,High Revenue,70.15384615384616,2,High,977.4,3,0,0,0.0,0,1,1,1,0,0,27.150000000000002,5
8614-VGMMV,Female,0,No,No,15,1,Yes,0,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,49.1,679.55,Yes,1-2 Years,Normal Revenue,42.471875,1,Medium,736.5,3,0,0,0.0,0,0,0,1,0,0,24.55,4
7868-BGSZA,Male,0,Yes,No,43,1,Yes,0,1,0,1,0,1,1,One year,Yes,Electronic check,80.2,3581.6,No,2-4 Years,High Revenue,81.39999999999999,5,High,3448.6,2,0,0,0.0,0,1,4,1,0,1,13.366666666666667,4
2800-QQUSO,Male,0,No,No,42,1,Yes,0,0,0,0,1,1,1,Month-to-month,Yes,Electronic check,100.3,4222.95,No,2-4 Years,High Revenue,98.20813953488371,4,High,4212.599999999999,3,0,0,0.0,0,1,3,1,0,1,20.06,5
2930-UOTMB,Female,0,No,No,31,1,Yes,0,1,0,1,1,0,0,Month-to-month,No,Credit card (automatic),65.25,1994.3,Yes,2-4 Years,Normal Revenue,62.321875,4,Medium,2022.75,3,1,0,0.0,0,1,3,0,0,1,13.05,4
7973-DZRKH,Female,0,No,Yes,66,1,Yes,0,1,0,1,1,0,0,Two year,Yes,Credit card (automatic),90.95,5930.05,No,4+ Years,High Revenue,88.50820895522388,4,High,6002.7,1,1,0,0.0,0,1,3,1,1,1,18.19,3
5914-DVBWJ,Female,1,No,No,18,1,Yes,0,0,1,0,1,0,0,Month-to-month,Yes,Electronic check,85.45,1505.85,Yes,1-2 Years,High Revenue,79.25526315789473,3,High,1538.1,3,0,0,85.45,0,1,2,1,0,0,21.3625,5
7698-YFGEZ,Male,0,No,No,1,1,No,0,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.0,20.0,No,0-1 Year,Normal Revenue,10.0,1,Low,20.0,3,0,0,0.0,1,0,0,0,0,0,10.0,4
2533-QVMSK,Male,0,Yes,No,61,1,Yes,0,0,1,0,1,1,0,Two year,Yes,Electronic check,94.1,5638.3,Yes,4+ Years,High Revenue,90.94032258064516,4,High,5740.099999999999,1,0,0,0.0,0,1,3,1,0,1,18.82,3
9773-PEQBZ,Male,0,No,No,10,1,Yes,0,0,1,0,0,0,0,Month-to-month,No,Electronic check,79.85,797.25,No,0-1 Year,Normal Revenue,72.47727272727273,2,High,798.5,3,0,0,0.0,1,1,1,0,0,0,26.616666666666664,5
8644-XLFBW,Male,1,No,No,1,1,No,0,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,71.65,71.65,Yes,0-1 Year,Normal Revenue,35.825,1,High,71.65,3,0,0,71.65,1,1,0,1,0,0,35.825,6
0650-BWOZN,Female,1,No,No,18,1,No,0,0,1,0,0,0,0,Month-to-month,Yes,Electronic check,73.55,1359.45,No,1-2 Years,Normal Revenue,71.55,2,High,1323.9,3,0,0,73.55,0,1,1,1,0,0,24.516666666666666,5
8625-AZYZY,Male,0,Yes,No,24,1,Yes,0,0,1,1,0,1,1,Month-to-month,Yes,Electronic check,104.65,2542.45,Yes,1-2 Years,High Revenue,101.698,5,High,2511.6000000000004,3,0,0,0.0,0,1,4,1,0,0,17.441666666666666,5
7785-RDVIG,Female,0,Yes,Yes,3,1,No,0,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.3,54.7,No,0-1 Year,Normal Revenue,13.675,1,Low,57.900000000000006,3,0,0,0.0,1,0,0,0,1,0,9.65,4
9602-WCXPI,Male,0,No,No,50,1,No,0,0,0,0,0,0,0,One year,No,Credit card (automatic),20.15,989.05,No,4+ Years,Normal Revenue,19.39313725490196,1,Low,1007.5,2,1,0,0.0,0,0,0,0,0,1,10.075,2
2903-YYTBW,Male,0,Yes,Yes,1,1,No,0,0,0,0,0,0,0,Month-to-month,No,Electronic check,44.55,44.55,No,0-1 Year,Normal Revenue,22.275,1,Medium,44.55,3,0,0,0.0,1,0,0,0,1,0,22.275,4
3620-MWJNE,Male,0,No,No,2,1,No,0,1,0,0,1,0,0,Month-to-month,Yes,Mailed check,54.45,87.3,No,0-1 Year,Normal Revenue,29.1,3,Medium,108.9,3,0,0,0.0,1,0,2,1,0,0,13.6125,5
8573-JGCZW,Male,0,No,No,17,1,No,0,0,0,0,0,0,0,One year,Yes,Bank transfer (automatic),19.65,351.55,No,1-2 Years,Normal Revenue,19.530555555555555,1,Low,334.04999999999995,2,1,0,0.0,0,0,0,1,0,0,9.825,3
6837-HAEVO,Male,0,Yes,Yes,69,1,Yes,0,0,1,1,0,1,1,Two year,Yes,Electronic check,105.0,7297.75,No,4+ Years,High Revenue,104.25357142857143,5,High,7245.0,1,0,0,0.0,0,1,4,1,1,1,17.5,3
6701-YVNQG,Male,0,Yes,No,72,1,Yes,0,1,1,1,1,1,1,Two year,Yes,Credit card (automatic),88.7,6301.7,No,4+ Years,High Revenue,86.32465753424657,7,High,6386.400000000001,1,1,0,0.0,0,1,6,1,0,1,11.0875,3
9306-CPCBC,Female,0,No,No,3,1,Yes,0,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,74.25,210.3,Yes,0-1 Year,Normal Revenue,52.575,1,High,222.75,3,0,0,0.0,1,1,0,1,0,0,37.125,6
4304-XUMGI,Male,1,Yes,Yes,50,1,Yes,0,1,1,1,0,0,1,Two year,Yes,Bank transfer (automatic),75.15,3822.45,No,4+ Years,Normal Revenue,74.95,5,High,3757.500000000001,1,1,0,75.15,0,1,4,1,1,1,12.525,3
9504-YAZWB,Female,0,No,No,53,1,No,0,0,0,0,0,0,0,Two year,No,Mailed check,20.25,1048.45,No,4+ Years,Normal Revenue,19.41574074074074,1,Low,1073.25,1,0,0,0.0,0,0,0,0,0,1,10.125,1
8819-ZBYNA,Female,0,Yes,No,58,1,Yes,0,1,1,0,1,1,1,Two year,Yes,Credit card (automatic),109.1,6393.65,No,4+ Years,High Revenue,108.36694915254236,6,High,6327.799999999999,1,1,0,0.0,0,1,5,1,0,1,15.585714285714285,3
6174-NRBTZ,Male,0,No,No,46,0,No phone service,0,1,0,0,0,0,0,One year,Yes,Bank transfer (automatic),30.75,1489.3,No,2-4 Years,Normal Revenue,31.68723404255319,1,Low,1414.5,2,1,0,0.0,0,0,1,1,0,1,15.375,3
9481-IEBZY,Male,1,Yes,No,72,1,Yes,0,1,1,1,1,1,1,Month-to-month,Yes,Credit card (automatic),112.9,8061.5,No,4+ Years,High Revenue,110.43150684931508,7,High,8128.8,3,1,0,112.9,0,1,6,1,0,1,14.1125,5
1833-VGRUM,Female,1,No,No,1,1,Yes,0,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,74.2,74.2,Yes,0-1 Year,Normal Revenue,37.1,1,High,74.2,3,0,0,74.2,1,1,0,1,0,0,37.1,6
6137-NICCO,Female,0,Yes,Yes,6,1,Yes,0,0,1,1,0,1,0,Month-to-month,Yes,Mailed check,94.05,518.75,No,0-1 Year,High Revenue,74.10714285714286,4,High,564.3,3,0,0,0.0,1,1,3,1,1,0,18.81,6
9065-ZCPQX,Male,0,Yes,No,72,1,Yes,0,1,1,1,1,0,1,Two year,No,Bank transfer (automatic),78.85,5763.15,No,4+ Years,Normal Revenue,78.9472602739726,6,High,5677.2,1,1,0,0.0,0,1,5,0,0,1,11.264285714285714,2
6402-EJMWF,Male,0,No,No,4,1,No,0,0,0,0,0,0,1,Month-to-month,Yes,Mailed check,55.3,238.5,No,0-1 Year,Normal Revenue,47.7,2,Medium,221.2,3,0,0,0.0,1,0,1,1,0,0,18.433333333333334,5
3620-EHIMZ,Female,0,Yes,Yes,52,1,No,0,0,0,0,0,0,0,Two year,No,Mailed check,19.35,1031.7,No,4+ Years,Normal Revenue,19.466037735849056,1,Low,1006.2,1,0,0,0.0,0,0,0,0,1,1,9.675,1
3213-VVOLG,Male,0,Yes,Yes,0,1,Yes,0,0,0,0,0,0,0,Two year,No,Mailed check,25.35,0.0,No,0-1 Year,Normal Revenue,0.0,1,Low,0.0,1,0,0,0.0,0,0,0,0,1,0,12.675,1
6870-ECSHE,Female,0,No,No,2,1,No,0,0,0,0,0,0,0,One year,No,Mailed check,20.45,34.8,No,0-1 Year,Normal Revenue,11.6,1,Low,40.9,2,0,0,0.0,0,0,0,0,0,0,10.225,2
8747-UDCOI,Female,0,Yes,No,65,1,No,0,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),19.35,1319.95,No,4+ Years,Normal Revenue,19.999242424242425,1,Low,1257.75,1,1,0,0.0,0,0,0,0,0,1,9.675,1
8374-XGEJJ,Male,1,Yes,No,43,1,Yes,0,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,101.0,4388.4,Yes,2-4 Years,High Revenue,99.73636363636363,4,High,4343.0,3,0,0,101.0,0,1,3,1,0,1,20.2,5
2656-TABEH,Male,0,Yes,No,4,1,Yes,0,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,100.2,420.2,Yes,0-1 Year,High Revenue,84.03999999999999,4,High,400.8,3,0,0,0.0,1,1,3,1,0,0,20.04,6
6946-LMSQS,Male,1,Yes,No,25,1,Yes,0,1,0,0,0,0,1,One year,Yes,Electronic check,89.05,2177.45,Yes,2-4 Years,High Revenue,83.74807692307692,3,High,2226.25,2,0,0,89.05,0,1,2,1,0,1,22.2625,4
4626-OZDTJ,Female,0,Yes,No,51,1,Yes,0,0,1,0,1,1,1,One year,Yes,Credit card (automatic),78.65,3950.85,No,4+ Years,Normal Revenue,75.97788461538461,5,High,4011.15,2,1,0,0.0,0,1,4,1,0,1,13.108333333333334,4
9169-BSVIN,Male,0,No,No,12,1,Yes,0,0,0,1,0,1,1,Month-to-month,No,Bank transfer (automatic),74.75,827.05,No,0-1 Year,Normal Revenue,63.61923076923077,4,High,897.0,3,1,0,0.0,0,1,3,0,0,0,14.95,4
2325-ZUSFD,Female,0,Yes,Yes,57,1,No,0,1,0,0,0,1,1,One year,Yes,Bank transfer (automatic),70.1,3913.3,Yes,4+ Years,Normal Revenue,67.47068965517242,4,High,3995.7,2,1,0,0.0,0,1,3,1,1,1,14.02,4
8194-PEEBY,Female,0,Yes,Yes,24,1,No,0,0,0,0,0,0,0,One year,No,Mailed check,19.9,533.5,No,1-2 Years,Normal Revenue,21.34,1,Low,477.6,2,0,0,0.0,0,0,0,0,1,0,9.95,2
6872-HXFNF,Female,0,Yes,No,64,1,Yes,0,0,0,1,1,0,0,One year,No,Bank transfer (automatic),58.35,3756.45,No,4+ Years,Normal Revenue,57.79153846153846,3,Medium,3734.4,2,1,0,0.0,0,0,2,0,0,1,14.5875,2
3932-CMDTD,Female,0,No,No,4,1,No,0,0,1,1,1,1,1,One year,Yes,Electronic check,105.65,443.9,Yes,0-1 Year,High Revenue,88.78,6,High,422.6,2,0,0,0.0,0,1,5,1,0,0,15.092857142857143,4
7714-YXSMB,Female,0,No,No,26,1,Yes,0,0,0,1,0,1,1,Month-to-month,Yes,Bank transfer (automatic),100.5,2599.95,No,2-4 Years,High Revenue,96.29444444444444,4,High,2613.0,3,1,0,0.0,0,1,3,1,0,1,20.1,5
8387-UGUSU,Female,0,Yes,Yes,15,1,No,0,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.05,284.3,No,1-2 Years,Normal Revenue,17.76875,1,Low,300.75,3,0,0,0.0,0,0,0,0,1,0,10.025,3
1080-BWSYE,Male,1,Yes,No,64,1,Yes,0,0,0,0,0,0,0,Two year,No,Credit card (automatic),25.65,1740.8,No,4+ Years,Normal Revenue,26.78153846153846,1,Low,1641.6,1,1,0,25.65,0,0,0,0,0,1,12.825,1
4039-HEUNW,Male,1,Yes,No,36,1,Yes,0,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,96.5,3436.1,Yes,2-4 Years,High Revenue,92.86756756756756,4,High,3474.0,3,0,0,96.5,0,1,3,1,0,1,19.3,5
1194-HVAIF,Female,0,Yes,No,27,1,Yes,0,0,0,0,0,1,1,Month-to-month,No,Credit card (automatic),95.0,2462.55,No,2-4 Years,High Revenue,87.94821428571429,3,High,2565.0,3,1,0,0.0,0,1,2,0,0,1,23.75,4
0812-WUPTB,Male,1,Yes,No,1,1,No,0,0,0,0,0,0,0,Month-to-month,No,Mailed check,70.85,70.85,Yes,0-1 Year,Normal Revenue,35.425,1,High,70.85,3,0,0,70.85,1,1,0,0,0,0,35.425,5
3594-UVONA,Female,0,No,No,35,1,Yes,0,1,0,1,1,1,1,One year,Yes,Credit card (automatic),85.95,3110.1,Yes,2-4 Years,High Revenue,86.39166666666667,6,High,3008.25,2,1,0,0.0,0,1,5,1,0,1,12.278571428571428,4
0004-TLHLJ,Male,0,No,No,4,1,No,0,0,0,1,0,0,0,Month-to-month,Yes,Electronic check,73.9,280.85,Yes,0-1 Year,Normal Revenue,56.17,2,High,295.6,3,0,0,0.0,1,1,1,1,0,0,24.633333333333336,6
1767-TGTKO,Female,0,Yes,Yes,8,1,No,0,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,45.45,411.75,No,0-1 Year,Normal Revenue,45.75,1,Medium,363.6,3,0,0,0.0,1,0,0,1,1,0,22.725,5
8439-LTUGF,Male,0,No,No,10,1,No,0,0,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),20.0,198.6,No,0-1 Year,Normal Revenue,18.05454545454545,1,Low,200.0,3,1,0,0.0,1,0,0,1,0,0,10.0,5
8805-JNRAZ,Female,0,No,No,2,1,No,0,0,1,0,0,0,0,Month-to-month,No,Mailed check,49.2,103.7,No,0-1 Year,Normal Revenue,34.56666666666667,2,Medium,98.4,3,0,0,0.0,1,0,1,0,0,0,16.400000000000002,4
5089-IFSDP,Female,0,Yes,No,58,1,Yes,0,1,1,1,0,1,1,Two year,Yes,Bank transfer (automatic),109.45,6144.55,Yes,4+ Years,High Revenue,104.14491525423728,6,High,6348.1,1,1,0,0.0,0,1,5,1,0,1,15.635714285714286,3
6418-HNFED,Male,0,Yes,No,51,1,No,0,1,1,1,1,1,1,Two year,Yes,Credit card (automatic),83.25,4089.45,No,4+ Years,High Revenue,78.64326923076922,7,High,4245.75,1,1,0,0.0,0,1,6,1,0,1,10.40625,3
0206-OYVOC,Female,0,Yes,Yes,46,1,No,0,0,0,0,0,0,0,Two year,Yes,Mailed check,19.25,864.2,No,2-4 Years,Normal Revenue,18.387234042553192,1,Low,885.5,1,0,0,0.0,0,0,0,1,1,1,9.625,2
